id,id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1a,stat1b,stat2a,stat2b,defense,magicresistence,range,attackpower,attackspeed,itemgrade,name,icon,description,blue,union points
,433,1,112,1100,,2,31,,,0|0|0,0|0,0|0,38,75,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,434,1,112,1100,,2,31,,,0|0|0,0|0,0|0,,,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,435,1,112,1100,,2,31,,,0|0|0,0|0,0|0,39,50,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,436,1,112,1100,,2,31,,,0|0|0,31|70,0|0,15,5,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,437,1,112,1100,,2,31,,,0|0|0,0|0,0|0,,,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,438,1,112,1100,,2,31,,,0|0|0,0|0,0|0,19,6,,,,,,,,,Dork Glasses,27,A pair of thick glasses usually worn by diligent students.,11,
,441,1,112,1200,,2,32,,,0|0|0,0|0,0|0,,,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,442,1,112,1200,,2,32,,,0|0|0,0|0,0|0,24,5,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,443,1,112,1200,,2,32,,,0|0|0,0|0,0|0,38,100,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,444,1,112,1200,,2,32,,,0|0|0,0|0,0|0,,,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,445,1,112,1200,,2,32,,,0|0|0,0|0,0|0,39,50,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,446,1,112,1200,,2,32,,,0|0|0,0|0,0|0,,,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,447,1,112,1200,,2,32,,,0|0|0,31|70,0|0,13,5,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,448,1,112,1200,,2,32,,,0|0|0,0|0,0|0,19,7,,,,,,,,,Thick Framed Glasses,28,A pair of square framed glasses.,11,
,451,1,112,1300,,2,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,452,1,112,1300,,2,33,,,0|0|0,0|0,0|0,24,6,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,453,1,112,1300,,2,33,,,0|0|0,0|0,0|0,38,125,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,454,1,112,1300,,2,33,,,0|0|0,31|70,0|0,26,15,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,455,1,112,1300,,2,33,,,0|0|0,0|0,0|0,39,75,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,456,1,112,1300,,2,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,457,1,112,1300,,2,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,458,1,112,1300,,2,33,,,0|0|0,0|0,0|0,19,8,,,,,,,,,Sunglasses,29,A pair of glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,461,1,112,1400,,2,34,,,0|0|0,31|70,0|0,14,25,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,462,1,112,1400,,2,34,,,0|0|0,0|0,0|0,24,6,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,463,1,112,1400,,2,34,,,0|0|0,0|0,0|0,38,150,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,464,1,112,1400,,2,34,,,0|0|0,0|0,0|0,,,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,465,1,112,1400,,2,34,,,0|0|0,0|0,0|0,39,75,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,466,1,112,1400,,2,34,,,0|0|0,0|0,0|0,,,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,467,1,112,1400,,2,34,,,0|0|0,0|0,0|0,,,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,468,1,112,1400,,2,34,,,0|0|0,0|0,0|0,19,9,,,,,,,,,Charming Sunglasses,30,A pair of charming glasses with darkly tinted lenses that protect the eyes from strong sunlight.,11,
,471,1,112,1500,,3,37,,,0|0|0,0|0,0|0,,,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,472,1,112,1500,,3,37,,,0|0|0,0|0,0|0,24,7,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,473,1,112,1500,,3,37,,,0|0|0,0|0,0|0,38,175,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,474,1,112,1500,,3,37,,,0|0|0,0|0,0|0,,,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,475,1,112,1500,,3,37,,,0|0|0,0|0,0|0,39,100,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,476,1,112,1500,,3,37,,,0|0|0,31|70,0|0,20,20,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,477,1,112,1500,,3,37,,,0|0|0,0|0,0|0,,,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,478,1,112,1500,,3,37,,,0|0|0,0|0,0|0,19,10,,,,,,,,,Cart Goggles,33,A pair of goggles usually worn while driving a Cart.,11,
,481,1,113,1000,,1,31,,,0|0|0,31|70,0|0,39,300,,,,,,,,,Pierrot Nose,39,A funny looking red nose that is usually worn by clowns.,11,
,482,1,113,1000,,1,31,,,0|0|0,0|0,0|0,24,5,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,483,1,113,1000,,1,31,,,0|0|0,0|0,0|0,38,75,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,484,1,113,1000,,1,31,,,0|0|0,0|0,0|0,,,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,485,1,113,1000,,1,31,,,0|0|0,0|0,0|0,39,25,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,486,1,113,1000,,1,31,,,0|0|0,0|0,0|0,,,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,487,1,113,1000,,1,31,,,0|0|0,0|0,0|0,,,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,488,1,113,1000,,1,31,,,0|0|0,0|0,0|0,19,5,,,,,,,,,Pierrot Nose,52,A funny looking red nose that is usually worn by clowns.,11,
,491,1,113,1100,,1,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,492,1,113,1100,,1,33,,,0|0|0,0|0,0|0,24,6,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,493,1,113,1100,,1,33,,,0|0|0,0|0,0|0,38,100,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,494,1,113,1100,,1,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,495,1,113,1100,,1,33,,,0|0|0,0|0,0|0,39,50,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,496,1,113,1100,,1,33,,,0|0|0,31|70,0|0,15,5,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,497,1,113,1100,,1,33,,,0|0|0,0|0,0|0,,,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,498,1,113,1100,,1,33,,,0|0|0,0|0,0|0,19,7,,,,,,,,,Pinocchio Nose ,53,A wooden nose that grows when its wearer lies.,11,
,501,1,113,1200,,1,42,,,0|0|0,31|70,0|0,10,5,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,502,1,113,1200,,1,42,,,0|0|0,0|0,0|0,24,7,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,503,1,113,1200,,1,42,,,0|0|0,0|0,0|0,38,125,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,504,1,113,1200,,1,42,,,0|0|0,0|0,0|0,,,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,505,1,113,1200,,1,42,,,0|0|0,0|0,0|0,39,75,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,506,1,113,1200,,1,42,,,0|0|0,0|0,0|0,,,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,507,1,113,1200,,1,42,,,0|0|0,0|0,0|0,,,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,508,1,113,1200,,1,42,,,0|0|0,0|0,0|0,19,9,,,,,,,,,Santa Beard,54,Jolly and cheery facial hair. Its annoying to wear it while youre eating.,11,
,2,2,123,650,0,3,14,,,0|0|0,0|0,0|0,,,,,10,2,,,,1,Green Hat,78,A basic hat that is suitable for traveling.,0,
,3,2,123,650,0,3,15,,,0|0|0,31|4,0|0,,,,,11,2,,,,1,Luxurious Green Hat,79,A basic hat that is perfect for traveling.,0,
,4,2,123,850,0,3,16,,,0|0|0,31|5,0|0,20,1,,,12,2,,,,1,Bandana of Iguje,80,A nice bandana which is very useful on a bad hair day.,0,
,5,2,123,900,0,3,16,,,0|0|0,31|7,0|0,20,2,,,13,2,,,,1,Arumic Bandana,81,A trendy bandana which is very useful on a bad hair day.,0,
,6,2,123,1000,0,3,17,,,0|0|0,31|10,0|0,20,3,,,15,3,,,,1,Red Beret,82,A red beret that generally attracts people who understand fashion.,0,
,7,2,123,1300,0,3,19,1,131,0|0|0,31|15,0|0,20,4,,,17,3,,,,1,Red Leather Beret,83,An attractive leather hat that generally commands notice from the fashion savvy.,0,17
,8,2,123,1700,0,3,21,3,132,0|0|0,31|20,0|0,20,5,,,20,4,,,,1,Rodeo Hat,84,Wearing this attractive hat feels like riding a horse in the dusty desert.,0,18
,9,2,123,2000,0,3,23,5,133,0|0|0,31|25,0|0,20,6,,,22,4,,,,2,Luxurious Rodeo Hat,85,Wearing this attractive hat feels like riding a horse in a field of lush grass.,0,19
,10,2,123,2400,0,3,24,7,134,0|0|0,31|30,0|0,20,7,,,25,5,,,,2,Joker Jester,86,A hat that is known for making jesters look ridiculous.,0,20
,11,2,123,6200,0,3,26,10,135,0|0|0,31|35,0|0,20,8,,,27,5,,,,2,Luxurious Joker Jester,87,A hat that is known for making jesters look ridiculously funny.,0,21
,12,2,123,7950,0,3,28,11,136,0|0|0,31|40,0|0,20,9,,,30,6,,,,2,Venetian Hat,88,A hat which makes its wearer look like a rich man.,0,22
,13,2,123,9550,0,3,29,,,0|0|0,31|45,0|0,20,10,,,32,7,,,,3,Luxurious Venetian Hat ,89,A hat which makes its wearer look like a rich sophisticated man.,0,
,14,2,123,14100,0,3,33,,,0|0|0,31|55,0|0,20,12,,,37,8,,,,3,Junior Cap,91,A hat for normal magic school students.,0,
,15,2,123,19050,0,3,35,,,0|0|0,31|65,0|0,20,14,,,42,9,,,,3,Senior Cap,92,A hat for more prestigious students attending magic school.,0,
,16,2,123,26350,0,3,39,,,0|0|0,31|75,0|0,20,16,,,47,11,,,,4,Redfield Green Hat,94,A sophisticated hat for the dapper gentleman.,0,
,17,2,123,33600,0,3,41,,,0|0|0,31|85,0|0,20,18,,,52,12,,,,4,Redfield Black Hat,95,A sophisticated hat for the dapper gentleman.,0,
,18,2,123,43600,0,3,43,,,0|0|0,31|95,0|0,20,20,,,57,13,,,,5,Redfield Red Hat,40,A sophisticated hat for the dapper gentleman.,0,
,31,2,121,1100,0,10,13,,,41|41|41,31|10,0|0,,,,,19,2,,,,1,Soldier Helm,117,A basic helm for Soldiers.,0,
,32,2,121,2400,0,10,18,1,101,41|41|41,31|30,0|0,,,,,28,4,,,,2,Iron Helm,118,A blue helm with a giant horn on each side.,0,22
,33,2,121,5400,0,10,24,3,102,41|41|41,31|50,0|0,,,,,39,6,,,,3,Trunket Helm,119,A helm that is very efficient in protecting its wearers head from great impact because of its heavy weight.,0,26
,34,2,121,11150,0,10,29,5,103,41|41|41,31|70,0|0,,,,,52,8,,,,4,Chrome Helm,120,A light yet surprisingly sturdy helm forged out of a rare metal.,0,30
,35,2,121,19600,0,10,34,7,104,41|41|41,31|90,0|0,,,,,67,11,,,,5,Mighty Helm,121,A lightweight yet stout helm which efficiently protects its wearer from great impact.,0,33
,36,2,121,29250,0,10,38,10,105,51|51|51,31|110,0|0,,,,,84,14,,,,6,Kurash Helm,122,A powerful ornate helm which intimidates opponents.,0,38
,37,2,121,44500,0,10,42,11,106,51|51|51,31|130,0|0,,,,,103,17,,,,6,Plate Helm,123,The best helm: beautifully designed and has great defense.,0,40
,38,2,121,68310,0,10,51,,,51|51|51,31|150,0|0,,,,,124,20,,,,6,Durable Band,124,A tough handband known for its reliable durability.,0,
,39,2,121,90045,0,10,56,,,51|51|51,31|170,0|0,,,,,147,23,,,,6,Cedric Band,125,A very useful band designed by a famous swordsman.,0,
,40,2,121,138000,0,10,55,,,51|51|51,31|190,0|0,,,,,172,27,,,,6,Execution Band,126,A handband worn by warriors in battle against mobs of villains.,0,
,41,2,121,194650,0,10,60,,,51|51|51,31|210,0|0,,,,,199,31,,,,6,Abyss Plate Helm,127,A helm forged of a mysterious metal discovered at the bottom of an abyss.,0,
,42,2,121,70850,0,10,45,,,51|51|51,31|230,0|0,,,,,228,35,,,,6,Rightous Plate Helm,128,A helm worn by heroes whose hearts understand the true meaning of justice.,0,
,43,2,121,138000,0,10,55,,,51|51|51,31|250,0|0,,,,,259,39,,,,7,Jabberwock Helm,130,A helm that shimmers freakily like the eyes of a madman.,0,
,61,2,122,950,0,2,18,,,42|42|42,31|10,0|0,28,1,,,15,4,,,,1,Spiritual Beret ,143,This hat is intended to be used by new Muses as it makes one feel calm when it is worn.,0,
,62,2,122,2950,0,2,24,1,111,42|42|42,31|30,0|0,28,2,,,22,7,,,,2,Green Hat of Witch,144,A hat which is favored by well-experienced Mages.,0,18
,63,2,122,6500,0,2,30,3,112,42|42|42,31|50,0|0,28,3,,,30,10,,,,3,Purple Hat of Witch,145,A hat which is favored by very well-experienced Mages.,0,22
,64,2,122,12250,0,2,36,5,113,42|42|42,31|70,0|0,28,4,,,39,14,,,,4,Violet Beret,146,A fashionable beret which is favored by powerful Mages.,0,26
,65,2,122,21200,0,2,41,7,114,42|42|42,31|90,0|0,28,5,,,49,18,,,,5,Hat of Shadow,147,A hat that is rumored to cover its wearer in shadow.,0,30
,66,2,122,32150,0,2,46,10,115,52|52|52,31|110,0|0,28,6,,,60,23,,,,6,Velvet Hat of Witch,148,A hat that contains magical energy.,0,35
,67,2,122,49500,0,2,51,11,116,52|52|52,31|130,0|0,28,7,,,72,28,,,,6,Heavens Bonnet,149,A hat which is said to be worn by those from heaven.,0,37
,68,2,122,67770,0,2,60,,,52|52|52,31|150,0|0,28,8,,,85,34,,,,6,Fairy Bonnet,150,A lovely bonnet crafted by Aruas Fairy.,0,
,69,2,122,92070,0,2,66,,,52|52|52,31|170,0|0,28,9,,,99,40,,,,6,Joker Bonnet,151,A hat that is typically worn by cheaters and confidence men.,0,
,70,2,122,140800,0,2,65,,,52|52|52,31|190,0|0,28,10,,,114,47,,,,6,Mystic Weaver Bonnet,152,A bonnet that is designed for intermediate level Muses.,0,
,71,2,122,196500,0,2,70,,,52|52|52,31|210,0|0,28,11,,,130,54,,,,6,Serenity Bonnet,154,A bonnet that helps one to relax and focus simply by wearing it.,0,
,72,2,122,72600,0,2,53,,,52|52|52,31|230,0|0,28,12,,,147,62,,,,6,Archmage Bonnet,153,A bonnet that is especially designed for advanced Muses.,0,
,73,2,122,140000,0,2,65,,,52|52|52,31|250,0|0,28,13,,,165,70,,,,7,Dimple Bonnet,169,A cute classy bonnet made by a famous designer.,0,
,91,2,123,1350,0,2,21,,,43|43|43,31|10,0|0,,,,,17,2,,,,1,Hunter Hat,182,A hat which helps you in harmonizing with nature.,0,
,92,2,123,3100,0,2,27,1,101,43|43|43,31|30,0|0,,,,,25,4,,,,2,Criker Hat,183,A light hat which is well designed for hunters.,0,27
,93,2,123,6200,0,2,34,3,102,43|43|43,31|50,0|0,,,,,34,7,,,,3,Ranger Hat,184,A nice hat for veteran hunters.,0,31
,94,2,123,12100,0,2,40,5,103,43|43|43,31|70,0|0,,,,,45,10,,,,4,Black Pirate Hat,185,A hat which is used by many pirates in the Black Sea.,0,35
,95,2,123,22150,0,2,45,7,104,43|43|43,31|90,0|0,,,,,57,13,,,,5,Mariners Hat,186,A hat for adventurers who love seafaring.,0,37
,96,2,123,34250,0,2,50,10,105,53|53|53,31|110,0|0,,,,,71,17,,,,6,Jaguar Hat ,187,A hat which lends you the speed of the jaguar supposedly.,0,42
,97,2,123,53450,0,2,55,11,106,53|53|53,31|130,0|0,,,,,86,18,,,,6,Wild Hawker Hat,188,A necessity for the ultimate Hawker!,0,45
,98,2,123,70875,0,2,65,,,53|53|53,31|150,0|0,,,,,103,21,,,,6,Pirate Hood,189,A kerchief worn on the head in the same fashion as a bloodthirsty pirate.,0,
,99,2,123,96345,0,2,71,,,53|53|53,31|170,0|0,,,,,121,26,,,,6,Silentwalker Head,190,A hat that is worn by those that specialize in stealth and espionage.,0,
,100,2,123,158200,0,2,70,,,53|53|53,31|190,0|0,,,,,141,31,,,,6,Triggerman Head,192,A mysterious hat that hitmen generally wear.,0,
,101,2,123,218100,0,2,75,,,53|53|53,31|210,0|0,,,,,162,36,,,,6,Captain Hawker Hat,193,A hat which is the mark of a truly great captain.,0,
,102,2,123,75750,0,2,58,,,53|53|53,31|230,0|0,,,,,185,26,,,,6,Netherworld Hat,191,A hat designed for leaders of the underworld.,0,
,103,2,123,158200,0,2,70,,,53|53|53,31|250,0|0,,,,,209,29,,,,7,Steel Resolve Hat,195,A hat suited to marksmen that live by the one shot one kill credo.,0,
,121,2,123,1100,0,2,19,,,44|44|44,31|10,0|0,,,,,16,3,,,,1,Brown Turban ,208,A turban for new merchants.,0,
,122,2,123,2650,0,2,25,1,121,44|44|44,31|30,0|0,,,,,24,5,,,,2,Vibe Turban,209,A turban for people who have just begun to understand economic theory.,0,18
,123,2,123,5300,0,2,31,3,122,44|44|44,31|50,0|0,,,,,33,7,,,,3,Tamiya Goggles,210,A thick yet lightweight head covering with goggles that is favored by young peddlers.,0,22
,124,2,123,11200,0,2,37,5,123,44|44|44,31|70,0|0,,,,,43,10,,,,4,Semiya Goggles,211,A thick yet lightweight head covering with goggles that is coveted by intermediate peddlers.,0,26
,125,2,123,19150,0,2,42,7,124,44|44|44,31|90,0|0,,,,,54,13,,,,5,Merchant Hat ,212,A sophisticated head covering that is favored by well-experienced peddlers.,0,30
,126,2,123,30250,0,2,47,10,125,54|54|54,31|110,0|0,,,,,66,17,,,,6,Rich Merchant Turban,213,A sophisticated head covering that is coveted by well-experienced peddlers.,0,35
,127,2,123,44350,0,2,52,11,126,54|54|54,31|130,0|0,,,,,79,17,,,,6,Redfield Chairman Hat,214,A high-quality hat for officials.,0,37
,128,2,123,66465,0,2,61,,,54|54|54,31|150,0|0,,,,,93,26,,,,6,Fishing Hat,215,A hat that is perfect to wear when you are fishing in leisure.,0,
,129,2,123,91035,0,2,67,,,54|54|54,31|170,0|0,,,,,108,25,,,,6,Bomber Hat,216,A hat that is designed for experienced demolition experts.,0,
,130,2,123,136700,0,2,66,,,54|54|54,31|190,0|0,,,,,124,30,,,,6,Cart Racer Goggle,217,A pair of goggles designed for Cart racing.,0,
,131,2,123,190850,0,2,71,,,54|54|54,31|210,0|0,,,,,141,35,,,,6,Bourgeois Head,218,A hat that is a symbol of wealth; it elicits sighs of jealousy from passerby.,0,
,132,2,123,71100,0,2,54,,,54|54|54,31|230,0|0,,,,,159,25,,,,6,Noble Lord Head,219,A high quality hat that is worn by members of the aristocracy as a symbol of prestige and power.,0,
,133,2,123,136700,0,2,66,,,54|54|54,31|250,0|0,,,,,178,28,,,,7,Mana Steam Head,221,A specialty magic hat that can directly manipulate Mana.,0,
,151,2,123,0,0,2,50,,,0|0|0,0|0,0|0,,,,,15,15,,,,1,GM Hat,99,Standard issue as part of the GM uniform,31,
,152,2,123,2000,0,2,18,,,0|0|0,31|10,0|0,,,,,10,10,,,,1,Santa Hat,93,Santa Hat which Santas love to wear especially since sombreros and top hats get stuck in chimneys.,31,
,153,2,123,2000,0,2,20,,,0|0|0,31|15,0|0,,,,,10,10,,,,1,Traditional Korean Hat,100,Re-designed Hanbok hat.,31,
,154,2,123,2000,0,2,20,,,0|0|0,31|10,0|0,,,,,10,10,,,,1,Spring Flower Hat,105,A hat which brings the refreshing sensation of Spring.,31,
,155,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,1,Swimming Cap,106,A tight fitting cap that will keep your hair dry if you go for a swim.,31,
,156,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,1,Snorkel,34,Underwater breathing apparatus for snorkeling.,31,
,157,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,1,Summer Beach Hat,235,A cool beach hat that keeps the sun out of your eyes.,31,
,158,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,1,O Mark,19,A special cap only used by GMs for the O/X Quiz event.,31,
,159,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,1,X Mark,20,A special cap only used by GMs for the O/X Quiz event.,31,
,160,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,14,30,,,10,10,,,,1,Clan War Winners Crown,236,The crown for the winner of clan war,31,
,161,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,,,,,10,10,,,,,Summer Beach Hat,20,A cool beach hat that keeps the sun out of your eyes.,31,
,162,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,14,20,,,10,10,,,,1,GP Cap,21,Champion Cap for Great Pinoy PvP Winner!,31,
,163,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,14,20,,,10,10,,,,,GP Cap,21,Champion Cap for Great Pinoy PvP Winner!,31,
,164,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,14,20,,,10,10,,,,,GP Cap,21,Champion Cap for Great Pinoy PvP Winner!,31,
,165,2,123,1800,0,2,20,,,0|0|0,31|1,0|0,14,20,,,10,10,,,,1,Pumpkin Mask,22,Spooky Jack-O-Lantern mask for Halloween Day!,31,
,166,2,123,1,0,2,20,,,0|0|0,0|0,0|0,,,,,10,10,,,,1,Fake Head,22,Ummm? yeah?,31,
,168,2,123,1800,0,2,20,,,0|0|0,0|0,0|0,,,,,10,10,,,,1,White Santa Hat,110,White color Santa Hat which Santas love to wear especially since sombreros and top hats get stuck in chimneys.,31,
,169,2,123,1800,0,2,20,,,0|0|0,0|0,0|0,,,,,10,10,,,,1,Snowboard Goggles,112,Young snowboarders goggles who likes simple but cool design.,31,
,170,2,123,6200,0,3,26,,,0|0|0,0|0,0|0,20,7,,,26,5,,,,1,Fairy Gift Bonnet,150,Special equipment given to Visitors that are invited by Aruas fairy.,31,
,171,2,123,6200,0,3,26,,,0|0|0,0|0,0|0,20,7,,,26,5,,,,1,Fairy Bless Bonnet,150,Special equipment given to Visitors that are invited by Aruas fairy.,31,
,172,2,123,1000,0,2,20,,,0|0|0,0|0,0|0,14,8,,,8,8,,,,1,Clan War School Cap,74,A specially designed cap given as a reward to those that advance to the final Clan match.,31,
,173,2,123,2000,0,2,18,,,0|0|0,0|0,0|0,,,,,10,10,,,,1,Rudolph Cap,57,The very hat worn by Ruldolph the famous reindeer.,31,
